index,X,Y,Z,t
1,0.01821078,-0.0241406,0.8477014,146858233265
2,0.018451957,-0.0226065144,0.8406858,146858233265
3,0.0189497843,-0.01859637,0.824172258,146858233265
4,0.0191773511,-0.0139665119,0.81379956,146858233265
5,0.0190948248,-0.00436880067,0.8068246,146858233265
6,0.0187029615,0.00407625,0.8056047,146858233265
7,0.0183748659,0.008962614,0.805888,146858233265
8,0.0179520529,0.017440401,0.8020958,146858233265
9,0.017877344,0.0202875752,0.798238635,146858233265
10,0.0175710525,0.0265489649,0.797335148,146858233265
11,0.0172803178,0.0305223763,0.7981684,146858233265
12,0.0138720172,0.102278173,0.8041173,146858233265
13,0.0147302635,0.08847374,0.7942267,146858233265
14,0.0153035847,0.0795859545,0.7873196,146858233265
15,0.0160563681,0.05523616,0.79634136,146858233265
16,0.0164797064,0.0460426,0.795886457,146858233265
17,0.0131817851,0.118516088,0.8064616,146858233265
18,0.015980415,0.06600432,0.78338635,146858233265
19,0.01581433,0.07016265,0.7829985,146858233265
20,0.0167570636,0.0408671461,0.7942054,146858233265
21,0.01609117,0.05854053,0.790798545,146858233265
22,0.0160615575,0.0625375658,0.7848977,146858233265
23,0.0168963857,0.03673178,0.7942501,146858233265
24,0.01602332,0.057259772,0.794728041,146858233265
25,0.0135582387,0.108516321,0.806371,146858233265
26,0.0150746591,0.0831108242,0.790118337,146858233265
27,0.0155731682,0.07509291,0.7844719,146858233265
28,0.0128261466,0.127560213,0.8052586,146858233265
29,0.0116720758,0.153684765,0.807608664,146858233265
30,0.0101901926,0.18091929,0.8202026,146858233265
31,0.0109786419,0.167656437,0.8118663,146858233265
32,0.0161046218,0.060028024,0.787565649,146858233265
33,0.01622701,0.0515938848,0.7966216,146858233265
34,0.0181025825,0.01332899,0.804951847,146858233265
35,0.0187231582,-0.0203697048,0.831641257,146858233265
36,0.0141640576,0.09738544,0.8009092,146858233265
37,-0.06345675,0.06791586,0.88374126,146858233265
38,-0.05917544,0.0474581048,0.880250335,146858233265
39,-0.029280059,-0.00301536918,0.8558357,146858233265
40,-0.0201864317,-0.008719318,0.845760942,146858233265
41,-0.0217454173,-0.009155419,0.854204535,146858233265
42,-0.0309408568,-0.00294346176,0.865557551,146858233265
43,-0.0109389117,-0.00344271213,0.820876062,146858233265
44,-0.015640527,-0.006778583,0.8315113,146858233265
45,-0.0361523777,0.004009124,0.857183158,146858233265
46,-0.005942193,0.00287296437,0.8147804,146858233265
47,-0.020162873,0.007785864,0.823983133,146858233265
48,-0.0273897164,0.004740022,0.8341072,146858233265
49,-0.03803149,0.00447468646,0.867406249,146858233265
50,-0.01435193,0.0116507709,0.817968249,146858233265
51,-0.0349150859,0.0184233151,0.832286358,146858233265
52,-0.026403401,0.0191951841,0.8224959,146858233265
53,-0.04760066,0.0204594787,0.8584699,146858233265
54,-0.02291511,0.0491902381,0.8103883,146858233265
55,-0.016123008,0.044282604,0.8080244,146858233265
56,-0.02012445,0.0318713151,0.8125894,146858233265
57,-0.02740116,0.0334161445,0.817433536,146858233265
58,-0.0494628921,0.0210734047,0.869873166,146858233265
59,-0.00381641742,0.00677444972,0.8126446,146858233265
60,-0.0197247863,0.02070859,0.8171188,146858233265
61,-0.002351028,0.010655744,0.8105497,146858233265
62,-0.0119169941,0.0141495755,0.8156914,146858233265
63,-1.847744e-05,0.0221520532,0.803981841,146858233265
64,-0.010158957,0.0170790032,0.8133484,146858233265
65,-0.05864109,0.07477717,0.8500673,146858233265
66,-0.0568820238,0.038857732,0.8759876,146858233265
67,-0.00618156325,0.0251260269,0.8092449,146858233265
68,-0.0139926085,0.0234874673,0.813987136,146858233265
69,-0.016761288,0.0219531339,0.8154127,146858233265
70,-0.0170284249,0.0312442426,0.8111118,146858233265
71,0.00126856193,0.0259242579,0.8027301,146858233265
72,-0.009812227,0.0268940814,0.8111769,146858233265
73,-0.0142773157,0.030836476,0.8100059,146858233265
74,-0.0139179071,0.08325123,0.8161601,146858233265
75,-0.0133208362,0.07883847,0.8136984,146858233265
76,0.00205577258,0.0288820341,0.8024698,146858233265
77,-0.00478601363,0.027557455,0.8082032,146858233265
78,-0.0102122044,0.0305406433,0.8092312,146858233265
79,-0.01176848,0.0398730859,0.8060173,146858233265
80,-0.013877592,0.04215613,0.8070608,146858233265
81,0.00226987526,0.0306859352,0.8033475,146858233265
82,-0.00414468441,0.0295474529,0.8075255,146858233265
83,-0.0084764855,0.0282732788,0.8105721,146858233265
84,-0.007781607,0.0350108072,0.8052344,146858233265
85,-0.009605211,0.04457128,0.804927766,146858233265
86,-0.00465511065,0.08170167,0.8105356,146858233265
87,-0.00328753423,0.07201275,0.8068684,146858233265
88,-0.0322780721,0.07436685,0.8180144,146858233265
89,-0.03939762,0.08357864,0.8253538,146858233265
90,-0.00393273961,0.0305122286,0.8077643,146858233265
91,-0.007624346,0.02941753,0.8103403,146858233265
92,-0.008875412,0.0303963572,0.809399366,146858233265
