index,X,Y,Z,t
1,0.0173867568,-0.0285775326,0.82187,146858234049
2,0.0172418952,-0.0273126289,0.8148112,146858234049
3,0.0167469215,-0.0239581726,0.7981783,146858234049
4,0.016330272,-0.0198597983,0.7879543,146858234049
5,0.0158384889,-0.0105628558,0.7811644,146858234049
6,0.0153330984,-0.002485482,0.7797483,146858234049
7,0.0149480952,0.00347127952,0.7803254,146858234049
8,0.0142166074,0.0102636144,0.779863954,146858234049
9,0.01371218,0.0132297995,0.7760898,146858234049
10,0.0131497541,0.0195945911,0.7755018,146858234049
11,0.01269274,0.0239267331,0.777264237,146858234049
12,0.008008653,0.09559308,0.7732669,146858234049
13,0.008263875,0.08179735,0.764163,146858234049
14,0.008410219,0.07264088,0.7576273,146858234049
15,0.0101440772,0.05013773,0.769965768,146858234049
16,0.010758454,0.0423468277,0.7715989,146858234049
17,0.0073958477,0.108998537,0.7742275,146858234049
18,0.008919371,0.0587820932,0.754427433,146858234049
19,0.008693812,0.06303163,0.753747344,146858234049
20,0.0109709222,0.03753496,0.770874143,146858234049
21,0.009661723,0.0521086231,0.763178,146858234049
22,0.009157198,0.0553356372,0.7562612,146858234049
23,0.0111852251,0.0333045721,0.771811664,146858234049
24,0.009937856,0.0514706969,0.7678052,146858234049
25,0.00779885426,0.10114339,0.774995148,146858234049
26,0.008354149,0.07627007,0.760285854,146858234049
27,0.00851101149,0.06804687,0.754960656,146858234049
28,0.00695713051,0.118431568,0.7732556,146858234049
29,0.00572338142,0.1459795,0.7744727,146858234049
30,0.00485757366,0.1750134,0.7862561,146858234049
31,0.00517472252,0.160905927,0.7782728,146858234049
32,0.009401441,0.053102836,0.7594381,146858234049
33,0.0104632713,0.0471720025,0.771302,146858234049
34,0.0146022337,0.00670393743,0.781718,146858234049
35,0.0169738233,-0.0255492665,0.8056737,146858234049
36,0.00810645148,0.0908809751,0.770325661,146858234049
37,-0.0632542148,0.06494009,0.859577358,146858234049
38,-0.05931986,0.04474849,0.8564362,146858234049
39,-0.03039316,-0.00698573142,0.832267046,146858234049
40,-0.0233047567,-0.0119845942,0.822437,146858234049
41,-0.0235225633,-0.013079498,0.830785453,146858234049
42,-0.0316260159,-0.00713060424,0.8421717,146858234049
43,-0.0186188221,-0.0034149494,0.798321843,146858234049
44,-0.0212439746,-0.008627452,0.8071562,146858234049
45,-0.0374772176,0.0002446249,0.8336077,146858234049
46,-0.0150798112,0.00365593284,0.794796,146858234049
47,-0.0266180746,0.0117812,0.8000605,146858234049
48,-0.0314265229,0.005352663,0.809320152,146858234049
49,-0.0389309824,0.0006791819,0.844185352,146858234049
50,-0.0214785859,0.01740349,0.7969968,146858234049
51,-0.03984185,0.0246745665,0.8073987,146858234049
52,-0.03271583,0.0284409542,0.798357964,146858234049
53,-0.0504257977,0.0192754343,0.8350302,146858234049
54,-0.029265061,0.0494442955,0.778664231,146858234049
55,-0.02115161,0.0479819477,0.7851434,146858234049
56,-0.0285449326,0.03950773,0.791704,146858234049
57,-0.0350722447,0.03938259,0.790918,146858234049
58,-0.0505148619,0.0185260251,0.8467274,146858234049
59,-0.0132042058,0.00658166967,0.79347533,146858234049
60,-0.02738905,0.0300380327,0.7967593,146858234049
61,-0.0115696825,0.009170966,0.7910011,146858234049
62,-0.0199649632,0.0196805056,0.7956611,146858234049
63,-0.009568853,0.01779551,0.7848149,146858234049
64,-0.0194627345,0.0217812955,0.793768644,146858234049
65,-0.0610272065,0.07479963,0.8247166,146858234049
66,-0.0575114265,0.03617924,0.852365,146858234049
67,-0.0173155889,0.0268112179,0.7908686,146858234049
68,-0.0241481885,0.0315747224,0.7947029,146858234049
69,-0.0258807577,0.0308736823,0.7959005,146858234049
70,-0.0278227441,0.0395448878,0.791792,146858234049
71,-0.008228857,0.0215283912,0.7828157,146858234049
72,-0.0210062675,0.03281804,0.793558657,146858234049
73,-0.0256579742,0.0383279771,0.790792763,146858234049
74,-0.0185979381,0.08002454,0.7880322,146858234049
75,-0.0183848441,0.0766959637,0.7853989,146858234049
76,-0.007670006,0.02520196,0.7825302,146858234049
77,-0.016026482,0.0285152532,0.789850533,146858234049
78,-0.02203406,0.0354870632,0.791662455,146858234049
79,-0.0196784288,0.044453688,0.7857753,146858234049
80,-0.0204365812,0.0465247557,0.7858203,146858234049
81,-0.007548079,0.0270892624,0.7844944,146858234049
82,-0.0151030235,0.0306336638,0.7896166,146858234049
83,-0.01984021,0.0331533626,0.7934133,146858234049
84,-0.01786219,0.03821214,0.787438333,146858234049
85,-0.0162244663,0.04698158,0.7839738,146858234049
86,-0.009906935,0.07810116,0.781855345,146858234049
87,-0.008547872,0.0679305941,0.7772786,146858234049
88,-0.0379400663,0.07423343,0.790902,146858234049
89,-0.0435939319,0.08146748,0.7991761,146858234049
90,-0.0146980044,0.03164934,0.789932966,146858234049
91,-0.0190107748,0.0333079,0.793375254,146858234049
92,-0.02056868,0.03480608,0.793015957,146858234049
93,-0.0156508014,0.0431412943,0.7834128,146858234049
94,-0.01069475,0.0606931634,0.7784326,146858234049
95,-0.0106018148,0.0841336846,0.786842465,146858234049
96,-0.0099722445,0.0808476657,0.7838205,146858234049
97,-0.0192716531,0.08272016,0.7892492,146858234049
98,-0.0185762011,0.03363867,0.7935395,146858234049
99,-0.0193707272,0.03438485,0.793375552,146858234049
100,-0.0168377459,0.03524444,0.7886547,146858234049
101,-0.03621701,0.08265908,0.7949999,146858234049
102,-0.0393098071,0.08410093,0.7974242,146858234049
103,-0.0579424128,0.09799029,0.8197155,146858234049
104,-0.0187713169,0.03407503,0.7935245,146858234049
105,-0.0159448348,0.0336063728,0.7892975,146858234049
106,-0.0149930716,0.038694486,0.7839033,146858234049
107,0.00148073677,0.0889163,0.773038268,146858234049
108,0.00122026354,0.07959261,0.7671114,146858234049
109,-0.003637964,0.07513683,0.772432566,146858234049
110,-0.007555723,0.0871005952,0.7863546,146858234049
111,-0.00677719153,0.0839417949,0.7827805,146858234049
112,-0.01533353,0.08379798,0.7889124,146858234049
113,-0.01984585,0.0867356062,0.7890951,146858234049
114,-0.01995144,0.09059343,0.7890622,146858234049
115,-0.053794764,0.0853902,0.8129281,146858234049
116,-0.0490781963,0.0880765,0.8084468,146858234049
117,-0.0150433052,0.0326783247,0.7903157,146858234049
118,-0.0101571623,0.03475305,0.7807344,146858234049
119,-0.009171639,0.0628044158,0.773365736,146858234049
120,0.00176754035,0.09383699,0.77589196,146858234049
121,0.00428962335,0.0948581547,0.774116039,146858234049
122,-0.0190881342,0.09814267,0.7884928,146858234049
123,-0.0334649943,0.08683954,0.7930381,146858234049
124,-0.03155825,0.0900194645,0.791554153,146858234049
125,-0.04908841,0.09601289,0.806643546,146858234049
126,-0.0543372557,0.107931376,0.8101733,146858234049
127,-0.061783053,0.0803629,0.8276038,146858234049
128,-0.0646776557,0.07551068,0.8478779,146858234049
129,-0.06537691,0.104043424,0.8418129,146858234049
130,-0.06232599,0.08614251,0.829013944,146858234049
131,-0.009147599,0.0327708349,0.781419,146858234049
132,-0.00295313075,0.0499172173,0.7761923,146858234049
133,-0.009374477,0.0612639,0.7769748,146858234049
134,-0.009393431,0.0613975935,0.7713301,146858234049
135,-0.00742838532,0.06465835,0.7698283,146858234049
136,-0.007074585,0.0921669,0.789103448,146858234049
137,-0.0165506266,0.0874880552,0.7892167,146858234049
138,-0.0321981832,0.09649402,0.790396333,146858234049
139,-0.04463456,0.09568846,0.801749051,146858234049
140,-0.04669133,0.100384012,0.8004329,146858234049
141,-0.0511686727,0.103348106,0.804439664,146858234049
142,-0.06720814,0.1054934,0.851987243,146858234049
143,-0.06329443,0.102261096,0.8341899,146858234049
144,-0.008082397,0.0301912,0.7845974,146858234049
145,-0.000138323754,0.0422150828,0.773205757,146858234049
146,-0.009722536,0.057792116,0.7785795,146858234049
147,-0.008082492,0.05614332,0.7714766,146858234049
148,-0.00767262466,0.0624641851,0.7677719,146858234049
149,-0.00200450979,0.06874555,0.7632786,146858234049
150,0.000782254152,0.0706539,0.7605414,146858234049
151,0.00427664258,0.080973,0.765008,146858234049
152,-0.00388848968,0.09144211,0.784743667,146858234049
153,-0.000469159335,0.09730728,0.7804153,146858234049
154,-0.0165391266,0.09804565,0.789125443,146858234049
155,-0.0599583,0.119012684,0.8223959,146858234049
156,-0.000761348754,0.03677172,0.773209453,146858234049
157,-0.007914331,0.0542412549,0.7790303,146858234049
158,-0.006398663,0.05434866,0.774198651,146858234049
159,-0.006441245,0.0548892319,0.7719611,146858234049
160,-0.007085476,0.0590478256,0.7672127,146858234049
161,-0.00631711259,0.05687713,0.767301857,146858234049
162,-0.00275738165,0.104859456,0.779854536,146858234049
163,3.04859132e-05,0.107491866,0.7764339,146858234049
164,-0.0496904254,0.106708094,0.8001498,146858234049
165,-0.0442582481,0.1025043,0.796365857,146858234049
166,0.00102951657,0.0330801159,0.774204731,146858234049
167,0.00452031,0.0421973057,0.771812439,146858234049
168,0.006950034,0.05020663,0.7699492,146858234049
169,-0.004596308,0.0557830781,0.7680157,146858234049
170,-0.00202649646,0.06109925,0.75979,146858234049
171,0.00118314009,0.0620160177,0.7565081,146858234049
172,0.00219500251,0.0582729839,0.7567706,146858234049
173,-0.000825759,0.05810213,0.7596735,146858234049
174,0.004261432,0.07200007,0.758510053,146858234049
175,-0.0408012271,0.09530246,0.7979546,146858234049
176,-0.042778004,0.09859012,0.796710551,146858234049
177,-0.0517277345,0.112099558,0.804607868,146858234049
178,-0.0586695671,0.132290348,0.821439,146858234049
179,-0.05655987,0.126120165,0.815267563,146858234049
180,0.00350888819,0.0290212,0.7779639,146858234049
181,0.00131664425,0.05592788,0.7599635,146858234049
182,0.003528731,0.0553203635,0.7582657,146858234049
183,0.00576621667,0.0527302027,0.7638296,146858234049
184,0.00242560636,0.1083089,0.775094,146858234049
185,-0.0043254476,0.0985690355,0.7853552,146858234049
186,-0.0147318784,0.0923169851,0.7899587,146858234049
187,-0.0137129389,0.08891462,0.789424658,146858234049
188,-0.0142516345,0.09713355,0.7899683,146858234049
189,-0.03574918,0.0954671949,0.79310894,146858234049
190,-0.0382101946,0.100649863,0.7911739,146858234049
191,0.004428016,0.0237825532,0.7786199,146858234049
192,0.00293052848,0.0375968739,0.771830857,146858234049
193,0.004831259,0.06260656,0.7544684,146858234049
194,0.005380081,0.0585624874,0.7550684,146858234049
195,-0.0152569823,0.106514856,0.784577847,146858234049
196,-0.0163202472,0.113065496,0.779018164,146858234049
197,-0.009772351,0.09305833,0.790513635,146858234049
198,-0.0115426648,0.0943082,0.790848136,146858234049
199,-0.036898002,0.0922679454,0.7950455,146858234049
200,-0.0378675051,0.09723261,0.7924716,146858234049
201,-0.0403519,0.112887368,0.7886705,146858234049
202,-0.03705319,0.106754825,0.7887626,146858234049
203,0.005527487,0.033155337,0.7727572,146858234049
204,0.00218098424,0.0520811528,0.7710067,146858234049
205,0.00537490752,0.0522857569,0.7682012,146858234049
206,0.00444776,0.0529594123,0.767734,146858234049
207,0.006336035,0.0551892668,0.756783,146858234049
208,0.007778664,0.0521935448,0.7633281,146858234049
209,-0.015027266,0.119388148,0.775873,146858234049
210,-0.0153691359,0.102252543,0.7868357,146858234049
211,-0.011924291,0.0953765661,0.7916034,146858234049
212,-0.0340087749,0.09595801,0.7915225,146858234049
213,-0.0354485624,0.09775369,0.7904101,146858234049
214,-0.0357705466,0.121190608,0.785612941,146858234049
215,-0.06037174,0.13891609,0.8293059,146858234049
216,0.007854809,0.0286199171,0.7766663,146858234049
217,0.00766387,0.0517676324,0.7676785,146858234049
218,-0.0218611844,0.113801539,0.780401349,146858234049
219,-0.02136591,0.121135175,0.777751565,146858234049
220,-0.019589901,0.10737361,0.784454048,146858234049
221,-0.009918142,0.09549707,0.789983869,146858234049
222,-0.0343364,0.101944223,0.78845,146858234049
223,-0.0354874432,0.115863219,0.785395563,146858234049
224,-0.03168514,0.108367562,0.785941064,146858234049
225,-0.0289872065,0.121710718,0.7815435,146858234049
226,0.008772614,0.0237646252,0.7776814,146858234049
227,-0.0251800343,0.10817191,0.784582853,146858234049
228,-0.0286382213,0.1150976,0.7821453,146858234049
229,-0.019190073,0.103024513,0.78567934,146858234049
230,-0.0161756463,0.100060418,0.7877331,146858234049
231,-0.0162590519,0.09884505,0.788126051,146858234049
232,-0.04776389,0.145238832,0.8065925,146858234049
233,-0.0497817472,0.153744876,0.8134881,146858234049
234,-0.02363281,0.103415653,0.7855251,146858234049
235,-0.0317635275,0.09881745,0.7882005,146858234049
236,-0.0288758315,0.103073522,0.786216259,146858234049
237,-0.0192088075,0.100233093,0.7868113,146858234049
238,-0.01897635,0.0991885662,0.7874146,146858234049
239,-0.0292369388,0.09745701,0.789013267,146858234049
240,-0.0400319546,0.150691822,0.7977363,146858234049
241,-0.0225920863,0.100329891,0.7862983,146858234049
242,-0.0221764222,0.09852153,0.7879312,146858234049
243,-0.0222692266,0.09919621,0.786976933,146858234049
244,-0.0270591043,0.09969206,0.786590755,146858234049
245,-0.0257086,0.0982824862,0.788141847,146858234049
246,-0.0421807319,0.16018486,0.8053199,146858234049
247,-0.0341552272,0.165230885,0.7993984,146858234049
248,-0.0263881162,0.1689273,0.794780135,146858234049
249,-0.017218221,0.158659741,0.7829235,146858234049
250,-0.0246429183,0.156512365,0.786305249,146858234049
251,-0.0188339949,0.1717304,0.7916287,146858234049
252,-0.009064795,0.145214587,0.776658654,146858234049
253,-0.0163063258,0.144517437,0.7784554,146858234049
254,-0.02342078,0.143839389,0.7811993,146858234049
255,-0.0302690566,0.14278625,0.785595,146858234049
256,-0.0376820862,0.140282154,0.79140234,146858234049
257,-0.0459216051,0.135825068,0.7995758,146858234049
258,0.00155521929,0.09913911,0.7776514,146858234049
259,0.00357750058,0.100526839,0.7762176,146858234049
260,-0.0118856076,0.08603616,0.7887699,146858234049
261,-0.00359284878,0.08771779,0.78125,146858234049
262,-0.00604721345,0.07189717,0.775131941,146858234049
263,-0.008402102,0.0520672537,0.78084904,146858234049
264,-0.00788104,0.0400040559,0.7773558,146858234049
265,-0.00653991848,0.03558957,0.777138233,146858234049
266,-0.02902906,0.0898681,0.790420353,146858234049
267,-0.0305947624,0.08618368,0.7915355,146858234049
268,-0.0325158723,0.0820411146,0.7929676,146858234049
269,-0.03517267,0.07907258,0.7926112,146858234049
270,-0.0314283967,0.0742062,0.788079,146858234049
271,-0.002035886,0.0327580459,0.776164532,146858234049
272,-0.000259839,0.02931316,0.779692233,146858234049
273,0.000506917,0.0241201688,0.7800163,146858234049
274,-0.0489396825,0.03950738,0.808721,146858234049
275,-0.0447471626,0.039382346,0.7998692,146858234049
276,-0.0557553321,0.03927429,0.828588665,146858234049
277,-0.0572471172,0.0475755632,0.82541275,146858234049
278,-0.0474315062,0.04757212,0.794182062,146858234049
279,-0.0432811454,0.08816576,0.8023549,146858234049
280,-0.0380016044,0.08945638,0.796412468,146858234049
281,-0.0645213351,0.07391621,0.859066546,146858234049
282,-0.0322037227,0.154301524,0.7911092,146858234049
283,-0.002337113,0.16036056,0.7790341,146858234049
284,-0.00634876639,0.0669181347,0.771993,146858234049
285,-0.00165971,0.07197504,0.765647531,146858234049
286,0.0009830762,0.0737569854,0.762980163,146858234049
287,0.004210053,0.07516135,0.7610191,146858234049
288,-0.03700466,0.09509821,0.7946887,146858234049
289,-0.03594076,0.0878484845,0.7946636,146858234049
290,-0.0418608971,0.08613644,0.8001617,146858234049
291,-0.04633197,0.08340831,0.80312866,146858234049
292,-0.0527746975,0.08218578,0.8102155,146858234049
293,-0.00209496357,0.0654502958,0.7608271,146858234049
294,0.0010310635,0.06687445,0.7577697,146858234049
295,0.00468925759,0.06778076,0.7557952,146858234049
296,-0.00311438181,0.17455858,0.787406743,146858234049
297,-0.009580024,0.05689106,0.7808269,146858234049
298,-0.008828804,0.06399915,0.7753181,146858234049
299,-0.00758632459,0.09587252,0.789175153,146858234049
300,-0.01624208,0.0596637838,0.777254,146858234049
301,-0.013481088,0.05599929,0.781035,146858234049
302,-0.0132116862,0.0537567362,0.782121658,146858234049
303,-0.0246065743,0.07514639,0.786385536,146858234049
304,-0.02411465,0.07913436,0.7891448,146858234049
305,-0.0236738883,0.08216542,0.7900731,146858234049
306,-0.0234476812,0.0863845348,0.789425254,146858234049
307,-0.001389971,0.0514717549,0.7744305,146858234049
308,-0.0127389412,0.0498606563,0.7819994,146858234049
309,-0.0128967389,0.04448615,0.7813876,146858234049
310,-0.0117230453,0.03913675,0.780467331,146858234049
311,-0.0138676632,0.0346933827,0.7849623,146858234049
312,-0.0131819453,0.03308198,0.7856005,146858234049
313,-0.0116924942,0.0314708427,0.7875157,146858234049
314,-0.0112966225,0.0294623729,0.787179351,146858234049
315,-0.009460229,0.0892747939,0.7886386,146858234049
316,-0.0114185568,0.09122403,0.789805055,146858234049
317,-0.0126104839,0.0961402655,0.7909268,146858234049
318,0.004781723,0.05325932,0.764170766,146858234049
319,0.00287111476,0.0506379381,0.7712307,146858234049
320,-0.00229111314,0.056523338,0.764198,146858234049
321,-0.00439862534,0.05206772,0.776872754,146858234049
322,0.00714704674,0.05303442,0.7597759,146858234049
323,0.004971657,0.05357882,0.76070106,146858234049
324,0.00379959121,0.0541206263,0.761572838,146858234049
325,0.002984196,0.05432012,0.7653641,146858234049
326,-0.03538892,0.0963311344,0.7916207,146858234049
327,-0.0334284529,0.09667888,0.7900877,146858234049
328,-0.0298464671,0.09771617,0.7882944,146858234049
329,-0.0259891376,0.0987032652,0.78718996,146858234049
330,-0.0114827268,0.09550184,0.7906573,146858234049
